"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경상북도 경산시 옥곡동","3-1","0003","0001","경산우방유쉘","114.1048","202202","3","41,400","14","2009","강변서로 111","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","59.987","202201","30","15,400","1","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","84.9751","202202","14","20,000","1","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","59.987","202202","15","16,870","6","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","59.987","202202","20","17,500","15","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","59.987","202202","23","18,500","7","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","84.9751","202202","24","23,000","7","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","832-1","0832","0001","부영두리마을(3단지)","84.9751","202202","25","20,000","4","2006","강변서로 17","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","831-1","0831","0001","부영조은마을(1단지)","59.987","202201","30","14,650","13","2004","경산로 21","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","831-1","0831","0001","부영조은마을(1단지)","84.9751","202201","30","18,700","15","2004","경산로 21","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","831-1","0831","0001","부영조은마을(1단지)","59.987","202202","10","16,300","7","2004","경산로 21","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","831-1","0831","0001","부영조은마을(1단지)","59.987","202202","17","13,500","2","2004","경산로 21","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","831-1","0831","0001","부영조은마을(1단지)","59.987","202202","21","15,800","14","2004","경산로 21","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","85-1","0085","0001","성암산신동아파밀리에","134.081","202202","14","43,000","11","2009","장산로4길 10","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","85-1","0085","0001","성암산신동아파밀리에","124.51","202202","18","39,000","7","2009","장산로4길 10","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","85-12","0085","0012","옥곡태왕아너스고은아파트","84.8734","202202","10","25,500","2","2015","옥실길 56","","중개거래","경북 경산시, 대구 수성구"
"경상북도 경산시 옥곡동","61-1","0061","0001","옥곡투윈뷰101동","44.76","202202","15","11,000","5","2014","선비길 7-10","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","80","0080","0000","웰리치성암","115.0099","202202","5","31,200","5","2006","삼성현로 203","","중개거래","대구 북구"
"경상북도 경산시 옥곡동","828","0828","0000","한일유앤아이","77.8034","202202","4","23,800","12","2005","경산로 40","","중개거래","경북 경산시"
"경상북도 경산시 옥곡동","828","0828","0000","한일유앤아이","84.9442","202202","5","23,500","2","2005","경산로 40","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","725-2","0725","0002","옥산신화평광","59.98","202202","12","17,400","4","1996","경산로44길 29","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","725-2","0725","0002","옥산신화평광","59.98","202202","14","19,400","11","1996","경산로44길 29","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","725-2","0725","0002","옥산신화평광","84.98","202202","18","31,000","13","1996","경산로44길 29","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884-4","0884","0004","옥산해오름","59.955","202202","13","10,700","1","1994","삼성현로31길 7","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","885","0885","0000","창신성암타운","53.82","202202","20","11,000","5","1993","삼성현로31길 12","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","885","0885","0000","창신성암타운","56.01","202202","25","11,500","11","1993","삼성현로31길 12","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884-2","0884","0002","청구","71.94","202202","10","16,500","11","1993","성암로8길 24","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884-2","0884","0002","청구","84.94","202202","17","17,800","7","1993","성암로8길 24","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884","0884","0000","협화타운","56.56","202202","11","10,700","2","1994","성암로 8","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884","0884","0000","협화타운","56.56","202202","14","13,000","15","1994","성암로 8","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884","0884","0000","협화타운","65.87","202202","14","15,700","15","1994","성암로 8","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884","0884","0000","협화타운","56.56","202202","18","11,000","11","1994","성암로 8","","중개거래","경북 경산시"
"경상북도 경산시 옥산동","884","0884","0000","협화타운","56.56","202202","21","11,250","6","1994","성암로 8","","중개거래","경북 경산시"
"경상북도 경산시 와촌면 덕촌리","594-1","0594","0001","예다인","59.7325","202202","3","8,000","5","2009","금송로 325","","중개거래","경북 경산시"
"경상북도 경산시 와촌면 덕촌리","594-1","0594","0001","예다인","59.7325","202202","24","7,800","8","2009","금송로 325","","중개거래","경북 경산시"
"경상북도 경산시 임당동","522","0522","0000","영남대역코아루더테라스","82.795","202202","14","24,000","1","2016","궁당로 55","","중개거래","경북 경산시"
"경상북도 경산시 정평동","154","0154","0000","경산LIG2단지","84.8176","202202","3","31,700","7","2005","대학로9길 27-12","","중개거래","경북 경산시, 대구 수성구"
"경상북도 경산시 정평동","138-4","0138","0004","우방맨션2차","72.17","202202","5","24,700","16","1991","대학로12길 6","","중개거래","경북 경산시"
"경상북도 경산시 정평동","222","0222","0000","태왕귀빈타운","59.34","202202","7","15,700","3","1993","대학로12길 24","","중개거래","경북 경산시"
"경상북도 경산시 정평동","222","0222","0000","태왕귀빈타운","59.34","202202","16","16,400","5","1993","대학로12길 24","","중개거래","경북 경산시"
"경상북도 경산시 정평동","123","0123","0000","한솔1차","59.92","202202","12","16,870","10","1997","대학로9길 34","","중개거래","경북 경산시"
"경상북도 경산시 정평동","123","0123","0000","한솔1차","59.92","202202","19","17,900","11","1997","대학로9길 34","","중개거래","경북 경산시"
"경상북도 경산시 정평동","255-35","0255","0035","한솔2차","59.92","202202","17","17,350","6","1998","대학로13길 42","","중개거래","경북 경산시"
"경상북도 경산시 정평동","240","0240","0000","현대","84.93","202202","21","23,800","13","1992","강변서로51길 15-6","","중개거래","경북 경산시"
"경상북도 경산시 정평동","130","0130","0000","현대타운","59.82","202202","5","23,500","11","1996","대학로9길 8","","중개거래","경북 경산시, 대구 수성구"
"경상북도 경산시 중방동","818-59","0818","0059","세광맨션","84.79","202202","15","17,500","2","1992","강변서로 271","","중개거래","경북 경산시"
"경상북도 경산시 중방동","894","0894","0000","중방e-편한세상2단지","84.973","202202","6","45,500","15","2010","대학로28길 31","","중개거래","경북 경산시"
"경상북도 경산시 중산동","35-3","0035","0003","경남신성","59.94","202202","15","16,000","12","1996","성암로21길 69","","중개거래","경북 경산시"
"경상북도 경산시 중산동","35-3","0035","0003","경남신성","59.94","202202","16","19,300","8","1996","성암로21길 69","","중개거래","경북 경산시"
"경상북도 경산시 중산동","35-3","0035","0003","경남신성","59.94","202202","22","17,700","12","1996","성암로21길 69","","중개거래","경북 경산시"
"경상북도 경산시 중산동","36-2","0036","0002","옥산태왕ㆍ한라타운","59.99","202202","25","18,000","3","1996","대학로8길 32","","중개거래","경북 경산시"
"경상북도 경산시 중산동","693","0693","0000","중산하늘채더퍼스트","84.6477","202202","21","43,000","17","2021","경산로 280","","직거래","-"
"경상북도 경산시 중산동","655","0655","0000","펜타힐즈더샵2차","77.968","202202","28","48,000","34","2018","펜타힐즈2로 60","","중개거래","경북 경산시"
"경상북도 경산시 중산동","624","0624","0000","펜타힐즈서한이다음","59.8949","202202","12","37,800","20","2014","옥산로 217","","중개거래","경북 경산시"
"경상북도 경산시 중산동","624","0624","0000","펜타힐즈서한이다음","84.9606","202202","25","57,000","29","2014","옥산로 217","","직거래","-"
