"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경기도 용인기흥구 구갈동","604","0604","0000","강남마을계룡리슈빌(7단지)","84.788","202202","16","55,000","19","2004","강남동로 54","","중개거래","경기 용인기흥구, 경기 용인수지구"
"경기도 용인기흥구 구갈동","234-5","0234","0005","기흥역더샵","84.981","202202","16","92,500","33","2018","기흥역로58번길 78","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","234-5","0234","0005","기흥역더샵","84.981","202202","20","99,000","19","2018","기흥역로58번길 78","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","234-5","0234","0005","기흥역더샵","72.406","202202","20","83,700","12","2018","기흥역로58번길 78","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","234-5","0234","0005","기흥역더샵","72.406","202202","20","86,000","11","2018","기흥역로58번길 78","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","234-5","0234","0005","기흥역더샵","172.2807","202202","25","149,000","46","2018","기흥역로58번길 78","","직거래","-"
"경기도 용인기흥구 구갈동","662","0662","0000","기흥역센트럴푸르지오","84.9079","202202","12","86,600","22","2018","기흥역로58번길 10","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","662","0662","0000","기흥역센트럴푸르지오","84.7384","202202","19","85,000","21","2018","기흥역로58번길 10","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","658","0658","0000","기흥역지웰푸르지오","84.92","202202","5","86,000","22","2017","기흥역로 16","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","658","0658","0000","기흥역지웰푸르지오","84.92","202202","14","87,000","32","2017","기흥역로 16","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","380","0380","0000","한성1","47.32","202202","25","60,500","5","1992","기흥로 29","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","660","0660","0000","힐스테이트기흥","95.9886","202202","7","123,000","30","2018","기흥역로 63","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","660","0660","0000","힐스테이트기흥","95.9886","202202","19","120,000","30","2018","기흥역로 63","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","660","0660","0000","힐스테이트기흥","72.8974","202202","25","90,700","40","2018","기흥역로 63","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 구갈동","660","0660","0000","힐스테이트기흥","84.9545","202202","26","98,000","10","2018","기흥역로 63","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 동백동","683","0683","0000","동원마을동원로얄듀크","120.4046","202202","21","67,000","5","2007","동백죽전대로 455-17","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 동백동","599","0599","0000","모아미래도1단지아파트","59.735","202202","10","43,000","11","2006","동백8로 90","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 동백동","599","0599","0000","모아미래도1단지아파트","59.735","202202","10","43,000","19","2006","동백8로 90","20220310","중개거래","경기 용인기흥구"
"경기도 용인기흥구 동백동","661","0661","0000","백현마을코아루","84.54","202202","19","58,250","3","2006","동백7로 80","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 동백동","604","0604","0000","호수마을계룡리슈빌","84.7683","202202","22","56,500","11","2006","동백평촌로 15","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 동백동","604","0604","0000","호수마을계룡리슈빌","84.7683","202202","28","58,000","21","2006","동백평촌로 15","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 마북동","143","0143","0000","교동마을신창무궁화타운","59.85","202202","28","42,000","17","1996","마북로 186","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 마북동","617","0617","0000","교동마을엘지","84.801","202202","9","57,000","15","2001","마북로 182","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 마북동","204-5","0204","0005","교동마을정광아파트","84.978","202202","23","51,000","4","1997","마북로154번길 16","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 마북동","630","0630","0000","교동마을현대홈타운","124.0146","202202","5","69,000","17","2003","마북로 124-9","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 마북동","630","0630","0000","교동마을현대홈타운","124.0146","202202","23","72,700","15","2003","마북로 124-9","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 마북동","352","0352","0000","구성우림필유","59.51","202202","17","57,000","9","1998","구성로39번길 13","","직거래","-"
"경기도 용인기흥구 보라동","450","0450","0000","삼성래미안","84.885","202202","12","52,000","12","1998","한보라1로64번길 22","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","558","0558","0000","신창미션힐","144.586","202202","5","58,000","7","2002","사은로126번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","558","0558","0000","신창미션힐","84.9715","202202","13","48,500","14","2002","사은로126번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","558","0558","0000","신창미션힐","84.9715","202202","22","49,800","8","2002","사은로126번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","553","0553","0000","쌍용스윗닷홈1","139.8988","202202","16","62,000","15","2002","사은로126번길 10","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","570","0570","0000","현대모닝사이드1","140.6296","202202","5","56,000","6","2004","사은로126번길 46","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","570","0570","0000","현대모닝사이드1","84.9037","202202","26","40,000","1","2004","사은로126번길 46","","중개거래","경기 부천시"
"경기도 용인기흥구 보라동","564","0564","0000","현대모닝사이드2","116.6164","202202","7","60,000","11","2003","용구대로 1842","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보라동","564","0564","0000","현대모닝사이드2","116.6164","202202","16","59,900","5","2003","용구대로 1842","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보정동","878-18","0878","0018","성호샤인힐즈아파트","84.983","202202","15","72,500","1","2005","이현로29번길 72-19","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보정동","1282","1282","0000","신촌마을포스홈타운1단지","133.7209","202202","18","105,000","3","2004","용구대로2518번길 15","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보정동","1298","1298","0000","신촌마을포스홈타운2단지","156.3376","202202","17","115,000","8","2004","신촌로47번길 11","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보정동","1298","1298","0000","신촌마을포스홈타운2단지","101.7132","202202","20","71,000","1","2004","신촌로47번길 11","","직거래","-"
"경기도 용인기흥구 보정동","1291","1291","0000","죽전자이2차","84.92","202202","24","73,000","9","2005","용구대로2469번길 20","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 보정동","1271","1271","0000","죽현마을동원로얄듀크","84.6038","202202","21","96,000","4","2006","죽현로 12","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상갈동","481","0481","0000","금화마을주공3단지(481)","59.97","202202","20","52,000","12","2001","금화로11번길 10","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상갈동","463","0463","0000","금화주공4단지(463)","84.43","202202","7","60,200","5","2001","금화로58번길 10","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상갈동","463","0463","0000","금화주공4단지(463)","84.43","202202","7","60,200","5","2001","금화로58번길 10","20220224","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상갈동","463","0463","0000","금화주공4단지(463)","84.43","202202","16","61,500","6","2001","금화로58번길 10","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상하동","630","0630","0000","강남마을한라비발디","84.99","202202","17","47,700","22","2004","강남동로 128","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상하동","621","0621","0000","쌍용(3단지)","115.412","202202","9","48,000","11","2002","중부대로788번길 20","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상하동","621","0621","0000","쌍용(3단지)","115.412","202202","18","46,300","5","2002","중부대로788번길 20","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상하동","660","0660","0000","용인상하진흥더루벤스2단지","84.9849","202202","19","50,700","10","2008","중부대로746번길 21","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 상하동","137","0137","0000","인정프린스","59.97","202202","26","27,000","18","1996","중부대로 820","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 서천동","700","0700","0000","SK","127.785","202202","7","55,000","7","2002","예현로 15","","중개거래","경기 수원영통구"
"경기도 용인기흥구 서천동","801","0801","0000","힐스테이트서천","84.9986","202202","23","75,000","3","2016","서천동로 22","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","159","0159","0000","갈현마을현대홈타운","59.959","202202","11","60,800","4","2001","관곡로 16","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","159","0159","0000","갈현마을현대홈타운","59.959","202202","11","60,800","4","2001","관곡로 16","20220223","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","159","0159","0000","갈현마을현대홈타운","59.959","202202","25","61,500","10","2001","관곡로 16","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","63","0063","0000","기흥역롯데캐슬스카이","84.798","202202","9","67,500","9","2014","중부대로 375","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","736","0736","0000","신흥덕롯데캐슬레이시티","59.9818","202202","23","62,000","24","2019","신정로 25","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","736","0736","0000","신흥덕롯데캐슬레이시티","59.5731","202202","26","62,500","10","2019","신정로 25","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","158","0158","0000","양현마을신안","59.96","202202","13","59,900","10","2001","산양로 17","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","68-6","0068","0006","이안두드림기흥역","16.45","202202","21","11,600","12","2019","중부대로 376","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 신갈동","703","0703","0000","파크시엘","75.67","202202","11","69,000","18","2004","새천년로 40","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 언남동","384-2","0384","0002","CASA90","41.13","202202","25","26,000","8","2018","구성로64번길 25","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 언남동","352","0352","0000","구성","78.3","202202","16","48,000","1","1999","구성로77번길 6-4","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","28.6056","202202","17","23,394","4","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","36.7488","202202","17","30,053","4","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","32.0144","202202","17","26,181","4","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","17.5365","202202","17","14,341","3","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","45.0101","202202","17","36,809","7","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","17.5365","202202","17","14,341","6","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","28.6056","202202","17","23,394","3","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","36.7488","202202","17","30,053","3","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","28.6056","202202","17","23,394","6","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","36.7488","202202","17","30,053","6","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","15.3273","202202","17","12,535","6","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","32.0144","202202","17","26,181","6","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","17.5365","202202","17","14,341","5","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","28.6056","202202","17","23,394","5","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","15.3273","202202","17","12,535","4","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","36.7488","202202","17","30,053","5","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","15.3273","202202","17","12,535","5","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","32.0144","202202","17","26,181","5","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","17.5365","202202","17","14,341","4","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","32.0144","202202","17","26,181","2","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","15.3273","202202","17","12,535","2","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","36.7488","202202","17","30,053","2","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","28.6056","202202","17","23,394","2","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","17.5365","202202","17","14,341","2","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","32.0144","202202","17","26,181","3","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","15.3273","202202","17","12,535","3","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","41.4756","202202","17","33,918","7","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","28.6056","202202","17","23,394","7","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 언남동","340-2","0340","0002","글로하임1","17.5365","202202","17","14,341","7","2014","구성로 83-15","","직거래","-"
"경기도 용인기흥구 영덕동","952","0952","0000","경남아너스빌(11블럭)","114.96","202202","24","73,000","2","2009","흥덕중앙로105번길 41","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","1267","1267","0000","용인기흥효성해링턴플레이스","73.65","202202","4","60,000","11","2019","덕영대로2077번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","1267","1267","0000","용인기흥효성해링턴플레이스","73.58","202202","5","63,000","2","2019","덕영대로2077번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","1267","1267","0000","용인기흥효성해링턴플레이스","73.58","202202","12","62,500","13","2019","덕영대로2077번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","1267","1267","0000","용인기흥효성해링턴플레이스","84.92","202202","12","70,500","22","2019","덕영대로2077번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","1267","1267","0000","용인기흥효성해링턴플레이스","73.65","202202","16","62,500","7","2019","덕영대로2077번길 33","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","947","0947","0000","청현마을기흥데시앙","84.99","202202","22","42,000","2","2005","덕영대로2077번길 53","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","976","0976","0000","흥덕마을5단지호반베르디움","84.9588","202202","10","90,000","19","2009","흥덕1로79번길 37","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 영덕동","1315","1315","0000","힉스유타워","59.72","202202","10","46,000","10","2019","중부대로 184","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1126","1126","0000","동백광명샤인빌","18.13","202202","4","7,600","5","2014","언동로 193-12","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1126","1126","0000","동백광명샤인빌","18.69","202202","23","9,000","9","2014","언동로 193-12","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","874","0874","0000","백현마을동일하이빌","84.42","202202","18","65,000","10","2006","동백중앙로 312","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","874","0874","0000","백현마을동일하이빌","115.05","202202","18","72,300","14","2006","동백중앙로 312","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","817","0817","0000","서희삼정","84.98","202202","7","48,000","12","2003","언동로 193-26","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","860","0860","0000","성산마을서해그랑블","129.897","202202","11","73,000","18","2006","동백4로 26","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","628","0628","0000","신동백 동도센트리움","35.165","202202","5","29,500","5","2016","언동로 207","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1096","1096","0000","신동백롯데캐슬에코1단지","84.85","202201","30","68,000","3","2013","동백죽전대로527번길 80","","직거래","-"
"경기도 용인기흥구 중동","1096","1096","0000","신동백롯데캐슬에코1단지","84.85","202202","4","67,500","14","2013","동백죽전대로527번길 80","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1096","1096","0000","신동백롯데캐슬에코1단지","99.42","202202","25","70,000","25","2013","동백죽전대로527번길 80","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1101","1101","0000","신동백롯데캐슬에코2단지","84.85","202202","16","72,200","23","2013","동백죽전대로527번길 67","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1101","1101","0000","신동백롯데캐슬에코2단지","84.91","202202","24","67,000","16","2013","동백죽전대로527번길 67","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1050","1050","0000","어은목마을경남아너스빌아파트","84.54","202202","25","53,500","2","2006","동백2로 12","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","819","0819","0000","참솔마을월드메르디앙","76.854","202202","20","51,500","13","2006","동백죽전대로 283","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1045","1045","0000","초당마을현진에버빌","126.169","202202","8","65,000","11","2006","동백중앙로 73","","중개거래","경기 용인기흥구"
"경기도 용인기흥구 중동","1100","1100","0000","하우스디동백카바나","68.4033","202202","15","54,500","22","2019","동백죽전대로527번길 34","","중개거래","경기 고양덕양구, 경기 용인기흥구"
"경기도 용인기흥구 지곡동","704","0704","0000","써니밸리II","114.8634","202202","9","46,500","6","2004","사은로 274-22","","직거래","-"
"경기도 용인기흥구 지곡동","704","0704","0000","써니밸리II","84.9852","202202","12","39,100","1","2004","사은로 274-22","","직거래","-"
"경기도 용인기흥구 청덕동","488","0488","0000","휴먼시아물푸레마을3단지","84.98","202202","27","46,800","11","2008","구성3로 65","","중개거래","경기 용인기흥구"
"경기도 용인수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","84.9571","202202","28","105,000","14","2020","수풍로 89","","중개거래","경기 용인수지구"
"경기도 용인수지구 동천동","914","0914","0000","동천마을동문굿모닝힐5차","84.911","202202","9","72,000","1","2007","동천로 64","","직거래","-"
"경기도 용인수지구 동천동","923","0923","0000","래미안이스트팰리스4단지","184.7","202202","13","208,000","1","2010","동천로153번길 6","","중개거래","경기 용인수지구"
"경기도 용인수지구 동천동","868","0868","0000","수진마을2단지효성화운트빌","113.488","202202","11","123,800","16","2004","손곡로 54","","중개거래","경기 용인수지구"
"경기도 용인수지구 동천동","864","0864","0000","써니벨리","84.8852","202202","11","95,000","12","2004","손곡로 82","","중개거래","경기 용인수지구"
"경기도 용인수지구 동천동","864","0864","0000","써니벨리","84.8512","202202","18","90,000","4","2004","손곡로 82","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","866","0866","0000","광교상떼빌파크뷰","134.4429","202202","26","96,000","1","2002","상현로 30-10","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","1219","1219","0000","광교상현솔하임","25.829","202202","19","24,700","4","2021","상현로 6","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","1214","1214","0000","더샵수지포레","75.1035","202202","12","67,200","6","2019","만현로67번길 20","","직거래","-"
"경기도 용인수지구 상현동","858","0858","0000","만현마을5단지아이파크","99.9125","202202","12","86,500","11","2002","만현로 79","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","869","0869","0000","만현마을9단지엘지자이","109.7834","202202","23","80,000","2","2003","만현로133번길 33","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","850","0850","0000","만현마을쌍용1차","143.44","202202","28","70,000","9","2001","만현로 107","","직거래","-"
"경기도 용인수지구 상현동","860","0860","0000","서원마을3단지아이파크","84.9369","202202","25","79,000","3","2002","포은대로 219","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","860","0860","0000","서원마을3단지아이파크","127.949","202202","28","87,000","3","2002","포은대로 219","","중개거래","경기 성남분당구, 경기 용인수지구"
"경기도 용인수지구 상현동","857","0857","0000","성복역아이파크","116.7301","202202","28","89,000","8","2002","상현로 142","","중개거래","경기 성남분당구"
"경기도 용인수지구 상현동","30","0030","0000","진산마을성원상떼빌아파트","59.99","202202","4","64,000","2","1997","진산로 24","","중개거래","경기 용인수지구"
"경기도 용인수지구 상현동","34-4","0034","0004","현대파인빌리지(205동)","151.29","202202","4","60,000","3","2000","이현로 105","","중개거래","경기 용인수지구, 경기 화성시"
"경기도 용인수지구 성복동","723","0723","0000","벽산첼시빌2차","133.148","202202","19","75,000","9","2002","성복1로 107","","중개거래","경기 용인수지구"
"경기도 용인수지구 성복동","723","0723","0000","벽산첼시빌2차","134.242","202202","23","76,500","10","2002","성복1로 107","","중개거래","경기 용인수지구"
"경기도 용인수지구 성복동","155","0155","0000","성동마을엘지빌리지1차","161.519","202202","23","128,500","12","2001","성복2로 86","","중개거래","경기 용인수지구"
"경기도 용인수지구 성복동","762","0762","0000","성복센트럴자이","159.153","202202","7","118,000","16","2010","성복2로 184","","직거래","-"
"경기도 용인수지구 성복동","167","0167","0000","성복역KCC스위첸","84.99","202202","12","88,400","14","2019","성복1로 62","","중개거래","경기 용인수지구"
"경기도 용인수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202202","12","120,000","5","2019","성복2로 10","20220308","중개거래","경기 용인수지구"
"경기도 용인수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","84.9126","202202","12","120,000","5","2019","성복2로 10","","중개거래","경기 용인수지구"
"경기도 용인수지구 성복동","168-10","0168","0010","성복역서희스타힐스","84.092","202202","22","84,200","17","2018","성복1로 80","","중개거래","경기 용인수지구"
"경기도 용인수지구 신봉동","965","0965","0000","수지신봉동도센트리움","69.79","202202","4","67,000","12","2019","신봉3로 6","","중개거래","경기 용인수지구"
"경기도 용인수지구 신봉동","965","0965","0000","수지신봉동도센트리움","59.77","202202","5","57,500","2","2019","신봉3로 6","","중개거래","경기 용인수지구"
"경기도 용인수지구 신봉동","976","0976","0000","신봉동일하이빌4단지","132.664","202202","9","76,327","2","2010","신봉3로12번길 9","","직거래","-"
"경기도 용인수지구 신봉동","976","0976","0000","신봉동일하이빌4단지","165.689","202202","28","81,407","18","2010","신봉3로12번길 9","","직거래","-"
"경기도 용인수지구 신봉동","976","0976","0000","신봉동일하이빌4단지","176.381","202202","28","81,966","24","2010","신봉3로12번길 9","","직거래","-"
"경기도 용인수지구 신봉동","871","0871","0000","신봉마을엘지빌리지5차(B)","164.517","202202","8","87,000","1","2002","신봉1로 110","","중개거래","경기 용인수지구"
"경기도 용인수지구 신봉동","871","0871","0000","신봉마을엘지빌리지5차(B)","164.517","202202","13","94,000","11","2002","신봉1로 110","","중개거래","경기 용인수지구"
"경기도 용인수지구 신봉동","911","0911","0000","신봉마을자이2차","100.088","202202","26","78,000","13","2005","신봉2로 72","","중개거래","경기 용인수지구"
"경기도 용인수지구 신봉동","905","0905","0000","우남퍼스트빌","59.9524","202202","8","69,000","14","2004","신봉1로 27","20220322","중개거래","경기 용인수지구"
"경기도 용인수지구 죽전동","1307","1307","0000","꽃메마을아이파크","134.965","202202","21","89,000","15","2004","죽전로 121","","중개거래","경기 용인수지구"
"경기도 용인수지구 죽전동","1269","1269","0000","꽃메마을현대홈타운(4차2단지)","84.9959","202202","25","74,000","1","2004","푸른솔로 56","","중개거래","경기 용인기흥구"
"경기도 용인수지구 죽전동","1304","1304","0000","꽃메마을현대홈타운(4차3단지)","84.9959","202202","6","75,000","1","2004","죽전로 87","","중개거래","경기 용인수지구"
"경기도 용인수지구 죽전동","1304","1304","0000","꽃메마을현대홈타운(4차3단지)","84.9959","202202","11","69,000","2","2004","죽전로 87","","중개거래","경기 용인기흥구"
"경기도 용인수지구 죽전동","1182","1182","0000","내대지마을건영캐스빌","134.5325","202202","9","107,000","4","2004","죽전로 267","","중개거래","경기 성남분당구, 경기 용인수지구"
"경기도 용인수지구 죽전동","1262","1262","0000","도담마을한양수자인","59.9756","202202","5","62,000","15","2004","푸른솔로 76","","중개거래","경기 용인기흥구"
"경기도 용인수지구 죽전동","1262","1262","0000","도담마을한양수자인","59.9756","202202","7","60,500","23","2004","푸른솔로 76","","중개거래","경기 용인기흥구"
"경기도 용인수지구 죽전동","1165","1165","0000","새터마을죽전힐스테이트","84.9959","202202","19","78,000","16","2004","현암로125번길 11","","중개거래","경기 성남분당구, 경기 용인기흥구, 서울 서초구"
"경기도 용인수지구 죽전동","1329","1329","0000","성현마을우미이노스빌","59.9534","202202","10","61,800","4","2004","죽전로 143","","중개거래","경기 용인수지구"
"경기도 용인수지구 죽전동","883-1","0883","0001","죽전아이뷰","59.865","202202","14","63,750","16","1999","현암로 3","","중개거래","경기 용인수지구"
"경기도 용인수지구 죽전동","1088-2","1088","0002","죽전역솔하임","28.222","202202","19","32,500","6","2021","정든로 5","","중개거래","경기 용인수지구"
"경기도 용인수지구 죽전동","488","0488","0000","죽전퍼스트하임","59.94","202202","26","64,800","8","1999","대지로 49","","중개거래","경기 성남분당구, 경기 용인수지구"
"경기도 용인수지구 죽전동","453-1","0453","0001","한신","59.96","202202","15","60,000","9","1998","대지로 27","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","703","0703","0000","동보","123.09","202202","5","107,000","13","1995","풍덕천로 161","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","691","0691","0000","동부","59.61","202202","5","67,000","1","1995","수지로 323","","직거래","-"
"경기도 용인수지구 풍덕천동","692","0692","0000","보원","59.721","202202","9","63,000","4","1994","수풍로 16","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","692-1","0692","0001","수지삼성2차","59.9985","202202","9","71,500","6","1995","수풍로 38","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","663-1","0663","0001","수지삼성4차","59.76","202202","20","64,700","15","1994","수풍로 90","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","663-1","0663","0001","수지삼성4차","59.76","202202","25","62,000","7","1994","수풍로 90","","중개거래","경기 용인수지구, 서울 강남구"
"경기도 용인수지구 풍덕천동","663-1","0663","0001","수지삼성4차","59.76","202202","28","65,000","9","1994","수풍로 90","","중개거래","경기 용인수지구, 서울 영등포구"
"경기도 용인수지구 풍덕천동","504-10","0504","0010","수지에듀파크","84.865","202202","12","73,200","18","1999","정평로13번길 20","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1195","1195","0000","수지푸르지오월드마크","84.27","202202","11","74,000","8","2013","포은대로 467","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1060","1060","0000","신정7단지(상록)공무원","59.405","202202","8","78,000","7","2000","풍덕천로 75","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1025","1025","0000","신정마을우성","84.9","202202","11","85,000","11","2000","정평로 41","","중개거래","경기 용인수지구"
"경기도 용인수지구 풍덕천동","1025","1025","0000","신정마을우성","84.9","202202","15","85,000","8","2000","정평로 41","","중개거래","경기 용인수지구"
